response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agq_1,agq_2,agq_3,agq_4,agq_5,agq_6,agq_7,agq_8,agq_9,agq_10,agq_11,agq_12,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2,iq_final,iq_practice,iq_real,iq_warmup,ms_mean,se_mean,cams_mean,sc_mean,risc_mean,grit_mean,agq_sap,agq_sav,agq_oap,agq_oav,agq_tap,agq_tav,agt_p_sap,agt_p_sav,agt_p_oap,agt_p_oav,agt_p_tap,agt_p_tav,out_1,out_2,out_3
R_1qfH11xog3qEATv,2,2019/11/04 17:26:14,2019/11/04 18:39:54,40213,Female,20,Folyamatban lévo egyetemi tanulmányok,2,csecsemo- és kisgyermeknevelo,Growth,Control,6,5,6,5,4,2,4,3,4,3,2,4,4,4,4,4,1,3,3,1,3,2,4,1,1,3,1,3,2,2,1,1,1,1,0,1,1,1,1,4,1,4,1,4,2,4,1,2,3,4,2,1,3,3,1,1,1,5,3,1,6,1,6,6,1,6,6,5,NA,7,7,4,7,7,7,3,1,7,7,7,7,7,7,2,7,7,7,3,1,7,7,7,7,Nem,Különösen fontos.,1,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatóknak az lehetett a célja ezzel a vizsgálattal, hogy lássák egy adott személy fel ismeri-e a kapcsolatott az adott dolgok között, és rájön-e mi a hiányzó elem. 
 
A vizsgálat szerintemarról szólt, hogy felismerjük-e a szabályt. ahogy egymást követik a különbözo formák, és ezáltal kitudjuk-e választani a hiányzó formát.",Nem,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.3333333333333333,5.5,1.1111111111111112,3.5,2.1666666666666665,2.272727272727273,2.25,4,7,3.5,7,7,7,4,7,2.5,7,7,7,1.6169930995464872,-1.3136585806936811,0.6732939943868128
R_1QtrCBYNit8jXo9,5,2019/10/03 17:34:44,2019/10/03 18:48:39,P-422-24,Female,25,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Control,4,3,4,4,2,2,3,2,4,2,4,4,3,3,1,1,2,4,4,4,4,2,5,2,2,3,2,4,2,2,2,2,2,2,1,1,2,3,3,3,3,4,2,3,3,4,4,3,4,2,4,3,2,2,4,3,1,4,6,3,3,2,6,6,1,6,6,6,4,5,5,3,5,5,5,4,5,5,5,7,2,4,5,3,5,5,5,4,5,5,5,6,3,Igen,Fontos.,5,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Intelligencia vizsgálatáról szólt, a kutatók célja pedig ennek a mérése és felhasználása.",Az elso fele nehezebb volt.,0.4166666666666667,0.29411764705882354,0.75,0.3333333333333333,3.75,1.7777777777777777,2.5833333333333335,3.1666666666666665,3.1818181818181817,3,5,6,3.5,5,5,3.5,5,5.5,3.5,5,4.5,4,1.6296481798029918,0.08819093509910995,1.502827383015145
R_1rIBJQDpfVASl91,2,2019/12/09 17:22:37,2019/12/09 18:40:00,P-402-07,Female,20,Folyamatban lévo egyetemi tanulmányok,0,informatikus könyvtáros,Fixed,Mindfulness,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,3,4,3,4,4,3,2,4,2,2,3,2,2,2,2,2,2,1,1,1,3,4,3,3,4,2,3,3,3,4,3,3,2,3,2,4,2,4,3,2,5,4,3,4,3,4,2,2,4,3,4,4,4,4,2,4,5,4,4,3,5,5,5,3,4,4,3,5,5,4,4,3,4,5,5,5,Igen,Közepesen fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Egy új IQ teszt tesztelése, mely majd otthon is reális képet ad.",Nem.,0.5,0,0.75,0.6666666666666666,3,1.6666666666666667,2.9166666666666665,3.1666666666666665,3.1818181818181817,2.875,4,4.5,3,4.5,4.5,3.5,4,4.5,3.5,4,4.5,5,-0.1765763078814505,0.2240120412249041,-0.2227277993802131
R_21tukFHaMlM5mgh,1,2019/10/24 17:35:12,2019/10/24 18:40:38,422-03,Female,18,Folyamatban lévo egyetemi tanulmányok,0,Közösségszervezo,Fixed,Mindfulness,4,4,4,3,2,2,1,2,3,1,1,2,2,2,3,2,2,3,3,3,4,4,2,3,2,2,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,2,2,3,2,2,2,2,3,2,3,4,3,4,2,4,3,2,5,2,2,4,NA,5,5,4,6,6,6,6,4,5,6,5,2,5,5,5,6,6,5,6,3,5,6,6,2,Nem,Fontos.,3,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja az IQ felmérése volt. Fontos volt, hogy mennyire tudunk koncentráli és figyelni a feladatok koözben.",Nem,0.4166666666666667,0.058823529411764705,0.6666666666666666,0.25,3.75,2.4444444444444446,1.9166666666666667,2.8333333333333335,2.6363636363636362,2.25,5,5,5,5.5,5.5,4,4.5,5.5,5.5,5,5.5,4,-1.0465320891058514,0.9269458111074602,-0.222231261451082
R_21zYHxoDKhmuQph,6,2019/10/24 17:27:20,2019/10/24 18:37:42,P-402-10,Female,21,Folyamatban lévo egyetemi tanulmányok,2,sport- és rekreációszervezés,Growth,Control,5,4,5,4,3,3,1,2,2,2,3,3,1,2,3,2,2,2,3,5,2,3,4,2,2,2,2,3,2,2,2,2,2,2,1,1,1,3,4,2,1,2,2,1,3,3,2,1,3,2,4,3,2,4,4,3,2,2,2,2,5,2,3,4,2,5,3,4,NA,7,7,6,7,7,7,5,5,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók az intelligencia szintet vizsgálták, a cél pedig az, hogy megtudják, van e különbség az eredményben, ha más-más környezetben töltik ki az emberek a tesztet.","Számomra az volt különös, hogy a bemelegíto feladatok nehezebbek voltak, mint az éles feladatok. Más egyebet nem vettem észre.",0.6666666666666666,0.29411764705882354,0.8333333333333334,0.5833333333333334,4.5,1.6666666666666667,2.25,2.6666666666666665,2.1818181818181817,3.125,6,7,5.5,7,7,7,7,7,5,7,7,7,0.18288736229178085,-0.5581246047555235,-0.2101750224108574
R_233Q2KB6fxEbBgE,1,2020/02/24 17:44:21,2020/02/24 18:53:44,P-402-06,Female,22,Folyamatban lévo egyetemi tanulmányok,3,gyógypedagógia,Growth,Mindfulness,5,5,4,5,3,3,3,3,1,2,2,2,2,3,4,4,1,3,4,1,3,2,4,1,1,4,2,4,2,3,1,2,1,1,1,0,1,2,2,4,3,3,3,3,4,2,1,1,3,4,4,1,4,5,1,1,2,4,3,3,2,4,6,6,1,6,5,5,NA,7,6,7,7,7,7,7,5,7,7,7,5,4,4,1,4,1,1,4,4,4,5,5,2,Nem,Fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az intelligencia mérésérol szólt, melynek során egy online teszttel mérték le az önkéntesek intelligenciáját. A kutatók célja az volt, hogy egy adaptált tesztet létrehozzanak, valamint összehasonlítsák a laboratóriumi eredményt az otthoni eredményekkel, ezzel eldöntve, hogy ezt a tesztet lehet-e online formában otthon is elvégezni.",Nem igazán.,0.5833333333333334,0.058823529411764705,0.6666666666666666,0.5833333333333334,4.75,1.3333333333333333,2.6666666666666665,2.5,2.5454545454545454,2.875,6,6.5,7,7,7,6,2.5,4.5,2.5,2.5,4.5,3,1.4833131524170626,0.3194102230765546,0.6483386246210662
R_23Vs4RTnaNMryPb,9,2019/10/10 17:38:10,2019/10/10 18:53:00,P-402-11,Female,23,Egyetem,6,Régész,Growth,Control,4,3,5,5,3,1,4,4,2,2,3,3,3,3,3,4,4,3,4,5,5,4,4,5,4,3,1,4,3,3,3,3,3,2,2,3,3,4,4,4,4,3,3,3,4,3,4,4,3,2,3,1,2,1,1,2,3,5,3,1,6,1,5,5,2,3,3,3,NA,7,7,1,7,7,7,1,1,7,7,7,6,7,7,1,7,7,3,1,1,6,7,7,6,Nem,Különösen fontos.,5,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Mindenbizonnyal az agyam reakcióját, illetve problémamegoldó képességét vizsgálta, amellyel megállapítható, hogy az átlaghoz képest hogyan muködik, miképpen old meg feladatokat, így kiderül az intelligencia szintje is.","Attól függ mire vonatkozóan. Magamról azt állapítottam meg, hogy a több részletbol álló ábráknál hajlamos voltam kicsit elveszni és nem figyelni a gyorsaságra. A teszttel kapcsolatban nem volt különösebb észrevételem.",0.4166666666666667,0.47058823529411764,0.8333333333333334,0.5833333333333334,4.25,2.7777777777777777,2.9166666666666665,3.8333333333333335,3.6363636363636362,1.875,4,7,1,7,7,6.5,4,7,1,4.5,7,6.5,0.3598255054337613,-1.3461722140041315,-0.96932912079231
R_241tQjzalYiRd6x,6,2019/11/28 17:19:02,2019/11/28 18:56:28,P-402-17,Female,45,Folyamatban lévo egyetemi tanulmányok,0,emberi eroforrás mesterszak,Growth,Control,4,4,4,4,4,2,3,2,3,3,2,3,3,3,3,4,3,3,4,4,3,3,4,1,3,2,3,3,3,3,3,2,3,2,2,3,3,3,4,3,4,4,2,4,4,2,4,2,3,3,2,2,2,1,1,1,5,2,5,5,2,1,5,6,2,5,2,6,NA,5,4,1,3,2,2,2,2,2,6,4,4,4,2,2,5,3,2,2,3,3,5,4,3,Nem,Fontos.,4,Soha,Négy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A Stanford egyetemmel karöltve egy otthon is elvégezheto intelligencia teszten dolgoznak. A cél, hogy nyugodt otthoni körülmények között is elvégezheto tesztet hozzanak létre amely  megbízható eredményt ad. Akik most részt vettek velem együtt a vizsgálaton, mi adjuk a intézményi csoportot, lesz majd egy csoport akik otthon töltik a tesztet. Tehát mi voltunk a kontroll csoport.","Nem, de lehet hogy azért mert még nem töltöttem...",0.4166666666666667,0.23529411764705882,0.4166666666666667,0.4166666666666667,4,2.6666666666666665,2.9166666666666665,3,3.272727272727273,1.875,2,4,1.5,2,5.5,3.5,3,3,2,2.5,4.5,4,0.7310441105752795,1.077508220058252,1.5341360675080877
R_25SFoyhhkuZwVHY,5,2020/03/09 17:35:23,2020/03/09 18:59:22,P-402-19,Female,24,Egyetem,1,Emberi eroforrás tanácsadó MA szak,Growth,Control,3,3,3,4,2,3,4,2,3,3,3,4,2,3,3,2,2,3,4,5,3,2,4,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,2,3,2,2,2,3,3,2,2,2,4,2,2,2,4,4,3,3,2,4,5,2,4,4,4,NA,3,1,2,2,1,3,2,2,2,3,3,1,2,3,2,1,1,1,1,1,1,1,2,1,Nem,Fontos.,3,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatók célja az volt, hogy felmérjék az otthoni és egy laboriatóriumi körülmények között kitöltött intelligenciateszt eredményeinek különbségét.
A vizsgálat az én esetemben arról szólt, hogy laboratóriumi körülmények között hogyan teljesítek.","Nem teljesen értettem, hogy miért fontos meghallgatnom a kávé- alkoholfogyasztás és a nem megfelelo táplálkozás következményeit, egyéb észrevételem nincsen.",0.5,0.23529411764705882,0.75,0.4166666666666667,3.25,2,2.8333333333333335,3,2,2.5,1.5,2,2,2.5,3,1.5,1,2.5,1.5,1,1.5,1,0.49854912899441106,0.09512086378704177,-0.17020706637636535
R_25vGJwkklqAWbfT,16,2019/11/04 17:16:22,2019/11/04 18:42:27,P-402-10,Female,21,Folyamatban lévo egyetemi tanulmányok,2,programtervezo informatikus,Growth,Control,5,5,4,3,3,1,3,3,2,1,4,2,2,3,2,3,1,2,1,1,4,2,2,1,1,3,1,2,2,2,1,3,2,2,2,2,1,3,4,3,3,2,2,2,3,2,3,1,4,1,3,1,1,2,1,1,2,3,3,3,1,2,5,6,2,4,4,6,NA,6,7,6,7,5,6,6,3,6,6,7,4,6,6,6,5,5,6,6,5,6,6,7,4,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Mennyire tudja az ember meglátni a logikát egy sorozatban, mennyire nyitott az új dolgokra, mennyire veszi észre az apró részleteket.",Nem.,0.8333333333333334,0.7647058823529411,0.8333333333333334,0.6666666666666666,4.25,1.8888888888888888,2.4166666666666665,1.75,2.5454545454545454,1.75,4,7,6,6,6,5.5,5,6.5,6,6,6,4.5,0.8495193348497387,0.1543933913185533,1.5208008341060517
R_25XRAGLwULPIMDc,1,2019/09/19 18:41:36,2019/09/19 19:11:05,P-422-04,Female,21,Folyamatban lévo egyetemi tanulmányok,4,pszichológia,Fixed,Control,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,2,4,3,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,3,3,2,2,2,3,2,2,4,3,2,1,5,4,4,4,2,3,1,3,2,2,2,2,3,5,5,2,4,4,3,3,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igen,Fontos.,4,Heti egyszer,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",IQ teszt mérése.,Nem.,0.25,0,0.4166666666666667,0.4166666666666667,4,1,2.9166666666666665,3,2.272727272727273,2.375,4,4.5,2.5,3,4,4,NA,NA,NA,NA,NA,NA,-0.8524871426272657,0.902557374780061,-1.867568139327118
R_26g6GUJDbRYHH5I,6,2019/10/21 17:23:22,2019/10/21 18:46:09,P-402-01,Female,20,Folyamatban lévo egyetemi tanulmányok,2,csecsemo és kisgyermeknevelo,Fixed,Control,4,4,6,5,4,2,2,3,3,4,3,3,2,3,3,3,4,4,4,4,3,4,4,4,2,3,1,5,2,2,2,1,3,1,1,1,1,2,1,3,3,3,2,2,3,3,2,2,3,2,4,1,3,3,1,1,4,2,3,4,4,2,3,4,2,5,5,4,NA,5,7,4,7,6,5,4,7,6,7,7,5,5,7,4,7,7,4,4,7,5,7,7,4,Nem,Fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Véleményem szerint az önismeretrol is szólt ez a vizsgálat, valamint hogy egy ""idegen"" helyen mennyire tudunk koncetrálni az adott feladatra. Mit várunk el magunktól? valamint, mint minden ilyen tesztben fontos volt az oszinteség. Egy visszajelzést is kaphattunk magunkról, a válaszok alapján.",Különös dolgot nem vettem észre.,0.3333333333333333,0.35294117647058826,0.5,0.5,4.75,1.5555555555555556,2.9166666666666665,3.5,2.3636363636363638,2.25,6.5,7,4,5.5,6,6,7,7,4,4.5,6,5.5,0.44016200766656055,0.6781614719419679,-0.206144856348081
R_272kYYGAbl9aRLJ,1,2019/10/21 17:25:26,2019/10/21 18:41:21,P-402-13,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Óvodapedagógus,Fixed,Mindfulness,4,4,5,4,3,2,1,2,3,2,2,2,2,3,2,2,1,3,4,2,3,4,3,2,1,2,1,3,1,1,1,1,1,1,1,1,0,2,2,3,3,2,4,4,3,2,2,1,4,4,3,2,2,2,2,3,3,2,5,5,2,3,2,5,3,6,5,6,2,5,5,2,6,4,5,2,4,6,6,5,3,5,5,3,5,4,5,3,4,5,4,5,5,Igen,Közepesen fontos.,2,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem a kutatók célja az volt, hogy megtudják, hogyan befolyásolja az ember teljesítményét, ha nyugodt körülményeket teremt maga körül, önmaga is megnyugszik.",Nem vettem észre semmit.,0.4166666666666667,0.058823529411764705,0.75,0.5833333333333334,4.25,0.8888888888888888,2.1666666666666665,2.4166666666666665,2.5454545454545454,2.75,4,5,2,5.5,5.5,4.5,4,5,3,5,4.5,5,0.5329060312977365,1.4069196456804292,1.4408956212219333
R_272o5yO20Wk5UAK,1,2020/02/20 17:50:05,2020/02/20 19:00:21,P-402-03,Male,21,Folyamatban lévo egyetemi tanulmányok,3,Biológia,Growth,Mindfulness,5,5,5,3,3,1,2,2,4,2,2,4,2,4,3,3,3,4,4,1,5,4,3,2,2,3,2,4,1,3,2,2,2,2,3,1,2,2,2,4,1,3,2,4,3,3,2,3,3,4,3,2,3,4,2,1,5,2,4,2,4,2,5,4,3,4,4,5,NA,5,6,3,6,3,6,4,3,6,6,5,4,5,5,3,3,4,6,4,4,6,6,6,5,Nem,Fontos.,5,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem arról szólt, hogy felmérjék, mi milyen véleménnyel rendelkezünk a saját inteligenciánkról, valamint milyen véleménnyel rendelkezünk önmagunkról.","Talán a legkülönösebb számomra, hogy nincs olyan magas inteligenciaszintem, mint én azt magamról hittem, és ez enyhén bánt is kicsit engem.",0.3333333333333333,0.058823529411764705,0.3333333333333333,0.3333333333333333,4.5,2,2.6666666666666665,3.0833333333333335,2.6363636363636362,2.75,3,5.5,3.5,6,5.5,5,4,5.5,3.5,6,5.5,4,0.36560509704122895,-0.5335594302378914,0.6487219782685609
R_27IHgaFmtje16iE,2,2019/04/15 17:58:06,2019/04/15 19:05:38,P-422-22,Female,20,Folyamatban lévo egyetemi tanulmányok,1,földtudományi,Growth,Control,5,5,5,5,3,2,2,1,3,3,3,3,3,3,3,3,1,2,3,3,2,3,4,1,3,4,2,2,3,2,3,2,3,2,2,2,2,2,4,4,3,3,3,4,4,3,2,2,4,2,3,2,1,2,2,3,4,1,2,2,5,2,4,3,2,4,4,4,NA,7,6,6,6,7,6,6,5,6,7,6,5,6,6,5,6,6,5,5,4,5,7,6,5,Nem,Különösen fontos.,5,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az általános intelligencia szintem mérésérol szólt, valamint az ezt befolyásoló tényezokrol.","Egyre nehezedett, és nagyon kellett figyelni az idore.",0.5833333333333334,0.11764705882352941,0.8333333333333334,0.6666666666666666,5,2.3333333333333335,2.6666666666666665,2.5,3.090909090909091,2.375,6,6,6,6,7,5.5,5,6,5,5,6.5,5.5,0.13475269291444925,-0.511132839563474,-0.20275608209802778
R_27mm65qGDLqLHna,17,2019/10/10 17:30:43,2019/10/10 18:49:28,P-422-20,Female,20,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Mindfulness,3,3,3,3,2,2,3,3,4,1,2,3,3,3,3,3,3,4,4,4,4,5,4,4,2,4,2,3,2,3,2,2,3,2,2,1,2,2,4,4,4,4,4,3,4,4,2,4,4,4,3,3,4,3,3,3,3,2,5,1,5,1,4,4,3,4,4,3,4,7,7,6,6,7,6,6,7,6,7,7,6,7,7,6,6,6,6,6,7,7,7,7,6,Igen,Fontos.,5,Havonta,Két csészével.,"Több, mint öt egységnyit fogyasztottam.","Nem, nem használtam.","Az IQ teszt kitöltése otthon ugyanolyan hatékony-e, mintha a résztvevok ilyen körülmények között írják meg, mint mi.","Mindössze annyit, hogy az alternatív feladatok között volt az éles feladatok közül ismétlodés.",0.75,1,0.9166666666666666,0.6666666666666666,3,2.111111111111111,2.6666666666666665,3.5833333333333335,3.5454545454545454,3.375,7,7,6,6,7,6,6.5,7,6,6.5,7,6,0.20423375824347784,-1.2334199643330264,-1.0291224605120974
R_28IJgRNzKMNLzYU,2,2019/09/26 17:24:23,2019/09/26 18:55:54,P-422-08,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Biológia,Fixed,Control,3,3,3,3,4,2,2,2,3,3,3,3,3,3,4,4,2,3,1,5,5,4,2,3,1,4,1,4,2,2,1,2,2,2,1,1,2,2,1,3,2,3,4,2,3,4,4,1,3,2,3,2,2,2,2,2,6,1,4,1,4,3,5,5,3,4,5,4,NA,5,5,5,7,7,6,5,7,6,7,6,5,5,5,5,7,7,5,5,6,6,7,6,5,Nem,Különösen fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Arról, hogy összemérjék az otthoni körülmények között nyújtott teljesítményt a labori körülmények közöttiekkel. 
Cél a minél több adat, amit aztán majd összegezni tudnak.","Többször volt kíváncsi arra, hogy szerintem az intelligencia szintem javítható-e.",0.3333333333333333,0.11764705882352941,0.6666666666666666,0.25,3,1.6666666666666667,3,2.9166666666666665,2.6363636363636362,2.25,7,5.5,5,6,6,6,6.5,5.5,5,5.5,6,6,0.659218926864517,-1.0134680460584067,-0.18855363975627176
R_29a0mmNMElXCjca,2,2019/09/26 16:02:41,2019/09/26 18:54:10,P-402-11,Female,20,Folyamatban lévo egyetemi tanulmányok,2,programtervezo informatikus,Growth,Mindfulness,4,5,4,4,3,3,3,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,2,3,2,3,2,1,4,3,4,1,3,3,4,1,4,1,3,2,4,1,6,6,2,6,5,6,NA,6,6,6,7,7,7,7,6,7,7,7,7,5,5,5,5,7,6,6,6,7,7,7,7,Nem,Fontos.,3,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Laboratóriumi körülmények között milyen teljesítményt nyújtanak a diákok és milyet nyújtanak otthoni körülmények között. A bemelegíto feladatoknak célja lehetett, hogy megnyugodjunk, azt ezt követo, végso tesztet megelozo relaxálás pedig a figyelem összpontosítását segítethette. A kutatók célja az lehetett, hogy megfigyeljék egy IQ teszt muködését laboratóriumban.","A teszt elotti vezetett relaxálás mindenképp hasznos, de kissé szokatlan volt. Ezen kívul az is, hogy a végso teszt elkezdése elott, láthattam, hogy az átlaghoz képest hogyan válaszoltam a bevezeto kérdéseken. Ez mindenképpen hatással lehet szerintem a további kérdések megválaszolására.",0.4166666666666667,0.11764705882352941,0.8333333333333334,0.5,4.25,2,2.5,2.3333333333333335,2.090909090909091,2.875,6.5,6.5,6.5,7,6.5,7,6.5,6,5.5,6.5,6,6,1.3986323159403304,-0.6809661376049683,1.5037176648624917
R_2aadCdxsXbCddr8,2,2019/10/10 17:35:59,2019/10/10 18:59:03,P-402-15,Female,23,Folyamatban lévo egyetemi tanulmányok,6,"angol-német tanár szak, osztatlan tanárképzés",Fixed,Control,3,3,3,3,3,2,2,2,2,3,1,2,2,2,1,3,1,2,2,2,2,2,3,2,1,3,2,2,1,2,1,1,1,1,0,1,1,2,2,3,3,1,1,2,2,2,1,1,3,5,3,1,3,2,3,2,1,4,4,3,3,3,6,6,1,5,5,5,NA,7,7,6,7,6,7,6,4,7,6,7,6,6,6,6,7,6,7,6,5,7,7,7,6,Nem,Különösen fontos.,2,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Talán hogy az IQ mérésén felül felmérjék azt is, hogy milyen olyan körülmények alatt állunk, amelyek az eredményeket befolyásolják. (stressz-szint, koffeinfogyasztás stb.), illetve edukációs, felvilágosító célja is lehetett emellett.","Korábban nem vettem részt még IQ-tesztben, de nem tudom az mennyire általános ilyen tesztek esetén, hogy hangzó szöveget is kell hallgatni közben, amely az egészségmegorzésre fókuszál, illetve a koffein-, az alkohol-,a szénhidrát-és zsír fogyasztásának a testre gyakorolt hatásait is ismerteti. Ezzel talán az lehetett a cél, tekintve hogy a végén ki kellett tölteni ezzel kapcsolatos, saját magunkra vonatkozó kérdoivet is- hogy felhívják a figyelmünket azokra a tényezokre, amik befolyásolhatják az eredményünket, aktuális teljesítményünket, illetve hogy tanátsot adjanak, hogy ezeken hogyan változtathatunk. A másik pedig az IQ fejleszthetoségére vonatkozó meggyozodésekkel kapcsolatos kérdoív, mert ez a meggyozodésünk is befolyásolhatja a teljesítményt valamilyen szinten.",0.3333333333333333,0.058823529411764705,0.5833333333333334,0.4166666666666667,3,1,2.0833333333333335,2,1.8181818181818181,2.75,5,7,6,7,6.5,6.5,5.5,6.5,6,7,6.5,6.5,1.3445354172517012,0.164670865435756,0.6796921255584729
R_2aafOjA9q8UdDAG,6,2019/12/09 17:24:45,2019/12/09 18:20:22,P-402-16,Female,20,Folyamatban lévo egyetemi tanulmányok,3,Látássérült és tanulásban akadályozott,Growth,Control,5,4,4,5,2,4,3,3,2,1,1,2,3,3,2,2,2,4,2,2,3,4,3,2,2,3,1,3,2,2,2,1,1,1,1,1,1,2,3,3,4,2,3,3,2,1,1,1,3,4,4,4,4,4,3,4,4,5,3,2,5,2,3,4,3,4,5,3,NA,5,5,5,6,6,7,5,6,7,7,5,6,6,6,6,7,7,6,6,7,7,7,6,6,Nem,Fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatás célja, az intelligencia mérése volt.",Nem igazán.,0.25,0.11764705882352941,0.25,0.08333333333333333,4.5,1.3333333333333333,2.3333333333333335,2.5833333333333335,2.272727272727273,3.75,6,5,5,7,6,6,7,6,6,6.5,6.5,6.5,0.1829780584739202,-0.5309643149991624,-1.0410723538509536
R_2aQc12o7hdKo8Vy,6,2019/10/17 17:19:30,2019/10/17 18:38:29,P-422-18,Female,20,Folyamatban lévo egyetemi tanulmányok,0,"újlatin nyelvek és kultúrák, francia szak",Growth,Control,4,4,5,4,3,2,1,2,4,3,2,4,3,4,3,3,3,4,4,1,2,5,4,1,4,4,4,4,3,2,3,3,3,2,2,3,1,1,1,3,4,3,2,2,3,2,2,1,3,3,5,2,5,5,4,1,2,4,2,3,1,4,3,2,1,5,4,2,NA,3,1,1,1,4,1,1,1,1,5,5,2,4,1,1,3,5,1,1,1,1,5,2,6,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az volt a kutatás célja, hogy egyszeru ábrák kiegészítésével felmérje az intelligenciaszintemet, folyamatosan nehezedo feladatokkal. Miközben az elért eredményt a jelenlegi állapotomhoz, általános egészségemhez, életmódomhoz viszonyítsák.",Nem.,0.3333333333333333,0.29411764705882354,0.8333333333333334,0.4166666666666667,4.25,2.4444444444444446,2.8333333333333335,3.3333333333333335,2.1818181818181817,3.5,2.5,3,1,1,4,1.5,3,1.5,1,1,4.5,4.5,0.038735675023815905,0.5666217886898188,-1.9423828534389902
