"response_id","start_date","comput_id","exclude_unfinished","exclude_attention","exclude_manual","what1","what2"
"R_3dTb1ABNKeVg3NK","2019/09/26 16:03:02","P-402-04",FALSE,FALSE,FALSE,"Hogy megvizsgálják laboratóriumi körülmények között és otthoni körülmények között mennyire más eredmények születnek a tesztekből egymáshoz képest.","Zavaró tényezőket."
"R_2ZJo1k1j0r2nqTm","2019/09/26 17:22:05","P-422-02",FALSE,FALSE,FALSE,"A kutatók célja az intelligencia mérése volt az egyre bonyolultabb és több gondolkodást igénylő alternatív feladatokkal melyekben az is nehézség volt hogy hiába lettek nehezebbek a feladatok, az idő mindig ugyanannyi maradt. Szerintem a koncentrációnak, valamint a megoldó készségnek is szerepe volt ezekben a feladatokban.","Különösebb dolgot nem vettem észre."
"R_3eq9uMxURO0RClV","2019/09/26 18:30:03","p-422-10",FALSE,FALSE,FALSE,"vagyunk-e annyira stresszhelyzetben a laboratóriumi környezetnél, mint egy kényelmes helyen.","Gyorsan telt az idő"
"R_3hrl9rn9MtvARX6","2019/09/26 17:24:16","P-422-16",FALSE,FALSE,FALSE,"A vizsgálat arról szólt, hogy felderítse, mennyire számít egy teszt kitöltésénél az alany lelki állapota, nyugalma stb.","Talán voltak benne olyan kérdések, amire nem voltak jó válaszok. (Persz lehet, hogy csak az átlag alatti eredményem miatt mondom ezt.) Az alternatív (gyakorló?) kérdések lényegesen könnyebbek voltak. (Talán önbizalmat igyekeztek adni.)   Sötét volt a teremben, ezért nehéz volt gépelnem... (laptopon szoktam írni...)"
"R_3lShS9At6dFLaEh","2019/09/26 17:24:38","P-422-25",FALSE,FALSE,FALSE,"A vizsgálat lényege az volt, hogy megtanuld kezelni a stresszes helyzetet. Megmutatta, hogy a kudarcból tanulni kell. és tanulni lehet.","A bemelegítő feladatok nehezebbnek bizonyultak mint az utána lévők."
"R_1Kd6HSx9ihaX4pm","2019/09/26 17:18:23","21",FALSE,FALSE,FALSE,"Ugyanolyan sémára épülő feladatokkal felmérni az intelligencia szintünket, amik bázisul szolgálnak majd egy gondolom hasonló, vagy ugyanilyen feladatokból álló kísérletnél, amit majd otthon kell elvégezni, felmérve ezzel azt, hogy befolyásolja-e a környezet a teszt eredményeit, vagy sem.","Egyre nehezebbek voltak a feladványok, bár ez le is volt írva, szóval nem biztos, hogy ez a jó válasz. Illetve sokszor olyan érzésem volt, mintha szinte semmi kapcsolat nem lett volna az ábrák közt."
"R_2riuQJvBF2o9P4T","2019/09/26 17:19:32","P-422-14",FALSE,FALSE,FALSE,"Ezzel a vizsgálattal a kutatók célja az volt, hogy megviszgálják, eltér-e azon IQ-tesztek eredménye, amelyeket ""laboratóriumi"" körélmények között tölöttek ki azokkal szemben, amelyeket otthon.","Nem."
"R_31ZwX50nImVgXWs","2019/09/26 17:18:27","P-422-22",FALSE,FALSE,FALSE,"Akarták tesztelni hogy kontrollált laboros környezetben is használható-e ez az IQ teszt.","Sok feladatnak igazából se eleje se vége. Olyan volt némelyik mintha random képeket vagdostak volna össze anélkül hogy bármi lényeges hasonlóság vagy összefüggés lenne a képek között. Lehet hogy volt, de némelyiknél én valahogy nem vettem észre."
"R_OBGHZGgfgyhxNGF","2019/09/26 17:20:09","P-422-19",FALSE,FALSE,FALSE,"A Stanford-Raven intelligencia szintet mérő teszt online változatának tesztelése történt, melynek egy része a mi csoportunk laboratóriumi környezetben történő tesztkitöltése. A csoportunk teljesítménye  egy másik csoporthoz - mely otthoni környezetben végezte el a tesztet- történő összehasonlításhoz szükséges tényező a kísérletben. Azt szeretnék megtudni, hogy az otthoni kitöltés ugyanolyan eredményes-e, mint a laboratóriumi környezetben végzett megoldás, vagyis hogy az otthoni körmyezet befolyásolja-e a tesztkitöltést, és hogy lehetséges-e a jövőben ezen intelligencia tesztet otthoni környezetben elvégezni úgy, hogy megbízható eredmény szülessen.","Nem vettem észre."
"R_2fJQ7DJq6H1pmlv","2019/09/26 17:21:25","P-422-13",FALSE,FALSE,FALSE,"Arról, hogy felmérjék otthoni vagy professzionális körülmények között teljesít-e jobban egy ember. Továbbá, hogy a személyiség mennyire áll kapcsolatban az intelligenciával.","Repetetitívek voltak a feladat típusok, feltételezem azért, hogy mérjék a teszt alatti fejlődést."
"R_3DefwRTNHQJJ2KR","2019/09/26 17:24:40","P-422-07",FALSE,FALSE,FALSE,"A kutatás célja, hogy kontrollcsoportotként laboratóriumi környezetben is vizsgálják az intelligenciaszintet kiegészítendő képek segítségével a reakcióidőt figyelembe véve, hogy az otthoni környezetben kapott adatokkal összehasonlíthassák.","Beiktattak a teszt készítői egy kösztes blokkot, amiben lehetősége volt a kitöltőknek kicsit más irányba is koncentrálni."
"R_31GZCX731zqq7lU","2019/10/03 17:31:43","P-422-16",FALSE,FALSE,FALSE,"Felmerjek a intelligenciankat","nem"
"R_2fdrL08XEflroww","2019/10/03 17:14:43","402-02",FALSE,FALSE,FALSE,"összefüggések, logikai kapcsolatok felismerése, alkalmatása a gyakorlatban","véleményem szerint, rosszabbul teljesítettem, mint előzetesen gondoltam, hogy ezek a feladatok akadályt fognak jelenteni"
"R_0whbDbdZCtcyqJ3","2019/10/03 17:30:44","P-422-15",FALSE,FALSE,FALSE,"Mit gondolunk arról, hogy változhat-e az intelligencia-szintünk.","Nem."
"R_1jODSVJXIX5ziFk","2019/10/03 17:14:12","402-01",FALSE,FALSE,FALSE,"Intelligenciateszt,  laboratórium keretek közötti információszerzés, legyen pontosan mért adatuk melyhez viszonyíthatóak az otthon kitöltők adatai.","Egy idő után zavaró volt a sok ábra. 
A 6:55 perces hangfájl, semmilyen konkrét feladatotra nem vonatkozott."
"R_1nZT8EAC6Z51RGf","2019/10/03 17:15:30","P-402-05",FALSE,FALSE,FALSE,"Képet kapni egy új feladatgyűjtemény használhatóságáról, holott semmi merőben új dolgot nem véltem felfedezni - laikusként - más tesztekhez képest.","Leszámítva, hogy a teszt szerint kvázi szellemi fogyatékos vagyok, semmit."
"R_3GoXnjqGFgoIAac","2019/10/03 17:46:42","P-402-16",FALSE,FALSE,FALSE,"Egy régebb óta használt IQ-teszt tesztelése laborkörülmények helyett otthoni körülmények között. A kísérlet vége után összehasonlítják az otthon kitölött tesztek eredményeit a laborban megírtakéval és ebből vonnak  le következtetéseket.","Voltak olyan kérdések, amikre egyértelmű volt a helyes válasz, mások sokkal nehezebbek voltak. A bemelegítő feladatoknál úgy tűnt, nagyobb a nehezebb kérdések aránya. A képeken néha látszott, hogy szekkenelve vannak, és látszott rajtuk a lap széle is."
"R_0V5ttXxy4i3C6TT","2019/10/03 17:30:09","P-422-25",FALSE,FALSE,FALSE,"A cél az intelligencia tesztek eredményeinek összehasonlítása otthon, kényelemből, illetve laboratóriumi körülmények között.","Mintha könnyebb lett volna azt éles teszt ?"
"R_81GXYlkHYqw1Jip","2019/10/03 17:18:26","P-402-10",FALSE,FALSE,FALSE,"Az intelliganciáról való gondolkodásról és az intelligencia felméréséről szólt a teszt. A kutatók célja az volt, hogy lássák,  hogy ki mennyire tartja fontosnak az intelliganciát, és hogy hogyan teljesítenek a teszt részén az emberek,","Nem."
"R_2QlEgrDjt9Qsy95","2019/10/03 17:31:18","p-422-18",FALSE,FALSE,FALSE,"Hogy éles helyzetben, hogyan döntök idő korláton belül, egy bizonyos stressz hatásnak kitéve. mivel idegen a környezet, elvagyunk választva, és így nagyobb a stressz faktor.","nem, bár nemtudom mennyire befolyásoló tényező, hogy az éles  teszt kitöltése elött elmondták, milyen szinten vagyok az átlaghoz képest"
"R_3j9C9d7yvQ64jRh","2019/10/03 17:28:09","P-402-08",FALSE,FALSE,FALSE,"Ez a teszt arról szólt, hogy felmérjék mi mennyire befolyásolja az eredményét egy ilyen IQ-tesztnek, az embereknek mik az elvárásaik magukkal szemben a teszt közben. 
Illetve az itt kapott eredményeket összevetik mások, otthon kitöltött eredményeikkel, és így megvizsgálják, hogy a tesztek ugyanolyan hatékonyan működnek, mint itt.","Nem, igazából olyan volt, amire számítottam. Voltak, amikhez hozzá sem tudtam szólni, illetve abszolút kevés volt az idő nekem."
"R_sndcNwNzBfTwJyx","2019/10/03 17:58:07","P-402-07",FALSE,FALSE,FALSE,"A vizsgálat intelligencia szintet hivatott mérni. A teszten előtt és után is felmérte hogyan éreztük magunkat kitöltés előtt és közben. Formák és alakzatok segítségével foglalkozott a legtöbb feladat.","A hallott szöveggel később nem volt feladat, viszont én úgy gondoltam a meghallgatás után lesz a halottakkal kapcsolatban kérdés. Illetve néhány alakzatos feladatnál jóval kevesebb időre volt szükségem, mint a megadott, azonban néhánynál pedig nagyon gyorsan letelt a 45 másodperc."
"R_1Qgdm39vifQ6l6u","2019/10/03 17:33:22","P-422-13",FALSE,FALSE,FALSE,"Az IQ vizsgálatról szólt, de úgy gondolom valólyában azt figyelte, hogy hogyan hat, ha közben azt mondják, hogy rosszul teljesítek és a meditáció miként hat a tesztre.","Nagyon rövid volt és furcsa volt, hogy a bemelegítés után azt az eredményt kaptam, hogy rosszabb az átlagnál."
"R_yBVoQ2JqBLaIbDz","2019/10/03 17:30:38","P-422-06",FALSE,FALSE,FALSE,"Szerintem azt akarták vizsgálni, hogy a kudarc hogyan hat a teljesítményre. Nem gondolom, hogy az elején tényleg kiszámolták az IQ-mat, és arról adtak visszajelzést, csak stresszt meg kudarcot akartak előidézni.","Mintha furán telt volna az idő."
"R_12xXceyppKMkC4C","2019/10/03 17:58:00","P-422-03",FALSE,FALSE,FALSE,"Létrehoztak egy új IQ tesztet és azt szeretnék tesztelni.","Csak  azt, hogy azt írta ki az elején, hogy átlag alatti vagyok :( 

Szerintem jobb lett volna amúgy, ha nem 45 másodperc van a feladatok megoldására, hanem mondjuk 90."
"R_0iwiyVmLF1s0OGd","2019/10/03 17:58:08","P-402-13",FALSE,FALSE,FALSE,"A kísérlet célja, hogy felmérje megfelelő eredményt ad-e egy otthon kitöltött IQ teszt.","Volt pár hasonló sémára épülő feladat"
"R_2TLzW66dJK40HQe","2019/10/03 17:21:32","P-402-12",FALSE,FALSE,FALSE,"A koncentrálás egy adott dologra, hogy mennyire zavarnak össze, ha egy teljesen más témaban hallgatok valamilyen szöveget és utána vissza kell térnem ugyanarra felismeréses feladathoz. Megmozgatta mind a vizuális, mint a halló és gomdolkodási képességeket. Begyakoroltatta az adott feladattípusokat, véleményem szerint nehezebbekkel és az éles tesztben könnyebbek jelentek meg.","Nem kellett semmilyen feladatot csinálni a hanganyagok után. Arra számítottam, hogy azokkal kapcsolatban fognak majd feltenni kérdéseket, ezért minden apróbb részletre, idegen kifejezésre próbáltam odafigyelni és megjegyezni. Ennek ellenére a gyakorlati feladatok nem kapcsolódtak a most, hallás utáni új tudáshoz, hanem egy teljesen más logikai feladatot kellett megoldani."
"R_2bT0Gz6bqr8172Y","2019/10/03 17:33:10","P-422-02",FALSE,FALSE,FALSE,"Azt vizsgálták, hogy a teszt közepén lévő hanganyag meghallgatása után jobban teljesítünk-e a kérdések megválaszolásában.","Nem"
"R_1obDTlugmrvmckx","2019/10/03 17:28:56","P-402-06",FALSE,FALSE,FALSE,"Számomra ez a teszt alapvetően a logikára és a logikus gondolkodásra épült és véleményem szerint kissé egysíkú volt a kitöltés alatt ahogyan mindig ugyanolyan típusú kérdések érkeztek elém és nem változatos más és más típusúak. 
A vizsgálat egy laboratóriumi körülmények között elvégzett inteligencia mérésről szólt amellyel a kutatók célja az volt hogy minket laboratórium körülmények között a valós helyzetben mérjenek fel hogy ehhez később fel tudják használni az otthon elvégzett tesztek adatait hogy így a lehető legpontosabb eredményt kapják az otthon kitöltött tesztekről. 
","Száamomra nem volt semi különös a tesztben mert láttam már korábban az alapvető felépítését egy gyakorlat során így maga a formátum már ismerős volt számomra a feladatok egyre nehezedő sorrendben jelentek meg előttünk amelyre a bevezető felhívta a figyelmünket így ez sem ért meglepetésként."
"R_3huAlnguXcwaIhu","2019/10/03 17:29:43","P-402-03",FALSE,FALSE,FALSE,"A vizsgálat célja részben valóban a tájékoztatóban szereplő cél elérése volt, miszerint ősszehasonlítják az otthonról elért eredményeket a laborival. Másfelől a légzőgyakorlat untalan, ismételgetett mondatával (vedd észre, hogy te dönthetsz), a befolyásolásunk volt a cél, és nem az intelligenciánkat, sokkal inkább az előző kis teszten elért eredmény befolyását és a légzőgyakorlat szövegének hatását vizsgálták a későbbi eredményeinkre nézve.","Az alternatív feladatoknál nem láttam rá a számlálóra, és sokkal többet foglalkozott az érzéseinkkel a teszttel kapcsolatban, mint ahogy az egy labori és otthoni IQ teszt eredményeinek az összehasonlítását végző kutatásnál elvárható lett volna."
"R_2TvruDVaAqyvXxz","2019/10/03 17:30:44","P-422-08",FALSE,FALSE,FALSE,"intelligencia szintjének mérése labori környezetben","helyesírási hibák;
az első teszt eredményének színe a teljesítményhez kapcsolódott - átlag alatti iq- piros szín, átlag feletti iq- zöld szín;
az 1-7ig terjedő Likert-skálán 5 érték volt feltüntetve"
"R_3NX3qBBflcaXJ4w","2019/10/03 17:18:29","P-402-11",FALSE,FALSE,FALSE,"Az intellektuális képesség felméréséhez egy teszet szeretnének megvalósítani a kutatók, hogy otthoni környezetben számítógépről is teljesíthető legyen ez a vizsgálat. A cél az, hogy összehasonlítsák az otthoni környezetben teljesített tesztek és a laboratóriumi tesztek közötti eredményeket, hogy mennyire befolyásolhatja a tesztalany környezete a teljesítményt.","Csak képeken kellett megtalálni a sorban oda illőt, nem mérte fel az összes területet, amire az IQ szintén befolyással van."
"R_d6UQ4URLwAqoaT7","2019/10/03 17:30:27","P-422-14",FALSE,FALSE,FALSE,"Az ábrák közötti összefüggések felismerése különböző körülmények között. Először tét nélkül, arra visszaigazolást adva. Aztán élesben, hangúlyozva, hogy milyen fontos a jó teljesítmény, majd önkéntesen.","Nem igazán"
"R_sXnsxYgs2ydPm2l","2019/10/03 17:33:23","P-422-26",FALSE,FALSE,FALSE,"Különböző alakzatokban felismerni az összefüggéseket. Megtalálni mi a kapcsolat a képek között és helyesen kiválasztani a hiányzó darabot.","Nem igazán. Ez volt az első IQ teszt amit kitöltöttem úgy, hogy komolyan is vettem."
"R_3JrW6hbQT3MiltC","2019/10/03 17:23:04","P-402-15",FALSE,FALSE,FALSE,"A vizsgálat arról szólt, hogy a kutatók összehasonlítsák, befolyásolja-e az IQ teszt kimenetelét az, hogy otthoni körülmények között, vagy laboratóriumi körülmények között töltik ki azt.","Nem."
"R_WeBZA3KAhWT2NC9","2019/10/03 17:23:36","P-402-14",FALSE,FALSE,FALSE,"Véleményem szerint, a  kutató célja az emberek stresszhelyzet alatti gondolkodásának vizsgálata volt. A stresszt jelen esetben az idő rövidsége adta, és azt próbálta felmérni, hogy mennyire tud az illető tisztán, logikusan gondolkodni ilyen esetben is.","A feladatok ugyanarra a sémára épültek. Egyes megoldás típusok többször is visszatértek."
"R_2pYshr81lD7eivp","2019/10/03 17:28:30","P-402-09",FALSE,FALSE,FALSE,"A feladat felvezetése alapján a cél az, hogy az általunk laboratóriumi körülmények között kitöltött tesztekhez viszonyítva mennyire lehet validnak tekinteni a tesztet otthoni kitöltés esetén.
Továbbá, vizsgálta a teszt az önbizalom, megfelelési kényszer, szorgalmasság és néhány egyéb, a teljesítményt befolyásoló sajátosságok, jellemvonások módosító hatását az intelligencia tesztben.","Csak hasonló típusú feladatok voltak, amiből valószínűleg az is következik, hogy ugyanabból az aspektusból vizsgálják az intelligenciát, ami meglehetősen összetett egyébként.
Volt benne visszatérő ábra is."
"R_1QtrCBYNit8jXo9","2019/10/03 17:34:44","P-422-24",FALSE,FALSE,FALSE,"Intelligencia vizsgálatáról szólt, a kutatók célja pedig ennek a mérése és felhasználása.","Az első fele nehezebb volt."
"R_2RPPi3MOAdg0Yqv","2019/10/03 17:33:44","42204",FALSE,FALSE,FALSE,"A teszt célja az ábrák közötti összefüggések minél gyorsabbi felismerése és átlátása, a kutatók célja pedig ezeknek az eredményeknek a mérésén keresztül következtetni az IQ szintre.","Nem mindig éreztem úgy hogy van teljesen jó megoldás."
"R_2COj5cunJitapbN","2019/10/03 17:17:35","P-402-04",FALSE,FALSE,FALSE,"Az intelligencia mérését célozhatja, azon belül is egy típusfeladat vizsgálatát. Az időkorlát által a kitöltés keretek közé van szorítva, amely hathat a teljesítményre is.","Hasonló feladatok ismétlődése."
"R_1ODzzZNLk2nQtWi","2019/10/03 17:30:46","P-422-05",FALSE,FALSE,FALSE,"Az elmondottak alapján feltételezem, hogy az volt a cél, hogy tökéletesítsék ezt az intelligencia tesztet, mielőtt élesben használnák azt.
A vizsgálat az intelligencia szint mérésére szolgált.","Nincs összehasonlítási alapom, mert még nem végeztem ilyen tesztet.

Alapvetően frusztrált lettem, amikor tudatosította bennem a próba feladat, hogy átlag alatti intelligencia szintem van.
"
"R_DjBrHttIgmWpOqR","2019/10/03 17:34:13","422-10",FALSE,FALSE,FALSE,"Szerintem a vizsgálat célja az volt, hogy megtudjuk mennyire sikeresen ismeri fel az ember a ""rejtett"" szabályokat/sémákat, és ezeket a kitöltött személy önmagáról megadott képével összevetve egy pontosabb modell/teszt elkészítése.","Nem igazán."
"R_2QuqL9i69ZszPQE","2019/10/03 17:24:41","402-17",FALSE,FALSE,FALSE,"Én úgy gondolom, arra szeretnének választ kapni, hogy akik kitöltik a tesztet, azok milyen képességgel rendelkeznek ezen pillanatban.","Nem vettem észre semmit."
"R_3PwbBNFEzZ38JXo","2019/10/03 17:33:53","P-422-07",FALSE,FALSE,FALSE,"amiről a vizsgálat szólt azt nem igazán tudom megmondani, de érdekes volt, izgalmas, es igazan felboszitett","mar a legelejen elmondta hogy suta vagyok, utana meg meg untatott is a hangfelvétellel (hogy utana mashogy iteljem meg a kepessegeim mert sok kavet ittam..?)"
"R_3ERRtxz8rfTWDhT","2019/10/03 17:33:26","P-422-11",FALSE,FALSE,FALSE,"Az elmondottak alapján összehasonlítani az idegen környezet érzelmi állapotának hatását az otthoni környezet állapotával.","Amennyiben különös dolognak számít, hogy egyre nehezebb feledatokat kellett megválaszolni. A kiegészítő feladatok azonban azonos nehézségűnek és egyszerűbbnek tűntek."
"R_12sg64RT29HEMX6","2019/10/10 17:30:19","P-422-03",FALSE,FALSE,FALSE,"IQ-teszt felmérés","Ismétlődő kérdésekre az utolsó résznél."
"R_2qxG5uuvFfnHabi","2019/10/10 17:31:55","P-422-06",FALSE,FALSE,FALSE,"Teljesen nyugodt környezetben milyen eredményt tudunk elérni egy általános IQ teszten.","Csak különböző ábrák jelentek meg, szöveges választ nem kellett adni."
"R_eQzoDB560fztQ8V","2019/10/10 17:36:20","P-402-09",FALSE,FALSE,FALSE,"Hát én hiszékeny vagyok, szóval gondolom az, amit mondtak.","Nem."
"R_2atpyzMMmZQHNEZ","2019/10/10 17:35:51","P-402-13",FALSE,FALSE,FALSE,"Megvizsgálják,hogy a stressz mennyire befolyásolja az eredményemet, és képes vagyok-e idegen környezetben is jól teljesíteni.","A próbateszt után kiértékelt."
"R_06WwyVG4704ThIJ","2019/10/10 17:31:18","P-422-02",FALSE,FALSE,FALSE,"Az intelligencia szint felmérése, koncentrálóképesség igénybevétele.","Nem"
"R_2VmOGkdRQXSRirp","2019/10/10 17:34:52","P-402-18",FALSE,FALSE,FALSE,"Véleményem szerint az agy fejlődésének avagy romlásának a kutatása volt a cél, illetve átfogó képet szeretnének kapni a tesztről laborban és otthon.","Semmi különöset, nagyon kreatív és jól kidolgozott feladatokat végeztem el."
"R_2CDKxy6B1ZL1EpC","2019/10/10 17:35:54","P-402-14",FALSE,FALSE,FALSE,"A feladatok a megfigyelőképességet vizsgálhatták és azt, hogy az adott formáknál mennyire látjuk meg a szabályt.","Nem."
"R_33vSSn3hV4tP0CM","2019/10/10 17:34:56","P-402-17",FALSE,FALSE,FALSE,"az IQ szint vizsgálása volt a cél és hogy mennyire befolyásolja ezt a környezet","nem"
"R_1q875lqKZScVpHX","2019/10/10 17:31:02","422-16",FALSE,FALSE,FALSE,"Azt vizsgálták, mennyire tér el egy itteni iskolai környezet az otthonitó, amikor a tesztet csináljuk, és én mindig is jó tanulónak számítottam, de eléggé rosszul esett, amikor a gyakorlás, azt írta, hogy átlag alatti az IQ-m. Lehet ez is hatással volt a normális feladatokra.","Egyszerűbb volt mint a gyakorlás"
"R_26fklBiTP6BVptU","2019/10/10 17:37:59","P-402-10",FALSE,FALSE,FALSE,"a kutatók célja az volt, hogy teszteljék az iq-tesztjük használhatóságát, ezért logikai feladatokat adtak nekünk, amiket el kellett végeznünk.","a bemelegítő feladatok nehezebbnek tűntek, mint a későbbi igaziak"
"R_6D6fJRcBPfSwRQR","2019/10/10 17:30:15","P-422-19",FALSE,FALSE,FALSE,"A kutatók célja ezzel a vizsgálattal az,hogy összehasonlítsák  a az otthoni és a laboratóriumi körülmények között kitöltött tesztek eredményét.","Nem."
"R_AaO4kEFjgpk98kh","2019/10/10 17:33:36","P-422-10",FALSE,FALSE,FALSE,"A cél az volt, hogy észrevegyen a vizsgált alany különböző logikai összefüggéseket.","Nem kaptam választ idáig arra, hogy mekkora az IQ szintem........"
"R_27mm65qGDLqLHna","2019/10/10 17:30:43","P-422-20",FALSE,FALSE,FALSE,"Az IQ teszt kitöltése otthon ugyanolyan hatékony-e, mintha a résztvevők ilyen körülmények között írják meg, mint mi.","Mindössze annyit, hogy az alternatív feladatok között volt az éles feladatok közül ismétlődés."
"R_3n7ZyvNmtvJvivk","2019/10/10 17:32:06","p-422-07",FALSE,FALSE,FALSE,"Ez a vizsgálat arról szólt,  hogy megfigyeljék, laboratóriumi körülmények között hogyan teljesítenek az emberek, vagyis jelen esetben a hallgatók. A kutatók célja perdig, hogy majd ezeket az eredményeket összehasonlítsák azokkal az eredményekkel, amiket az emberek otthon,. nyugodtabb körülmények között csinálnak.","Nem kifejezetten. Iléyen tesztekkel gyakran lehet találkozni az interneten, nem éreztem, hogy lenne benne bármi különös, vagy más dolog."
"R_UyWW9ZNollPSapb","2019/10/10 17:33:16","P-422-11",FALSE,FALSE,FALSE,"A vizsgálat célja, hogy megállapítsa egy korábbi, otthonról kitölthető IQ teszt validáltságát.","A természettudományos tartalmakat közlő szöveget a szerkesztők unalmasnak vélik. Az abban lévő szakmai hibákra nem figyeltek fel."
"R_11YBVIGqVZlXAmG","2019/10/10 17:34:43","P-402-19",FALSE,FALSE,FALSE,"Van egy olyan tippem, hogy a bemelegítő feladatokra kapott értékelés, miszerint átlag alatti képességeim vannak, hamis volt.. Ezzel egyfajta mesterséges stresszhelyzetet szerettek volna generálni, ami a folytatásban önbizalomvesztéshez vezethetett volna, és negatívan hatott volna a későbbi teljesítményemre.
A hanganyag ennek az érzésnek a leküzdésében szeretett volna segíteni, viszont ez a gondolat, - miszerint az értékelés hamis - már a hanganyag hallgatása közben megfogalmazódott bennem, így teljes mértékben ki tudtam zárni, és ugyanolyan lelkesedéssel tudtam folytatni az éles tesztet.","Feljebb mindent leírtam."
"R_2tb1YzPNk9LsqBT","2019/10/10 17:30:47","P-422-05",FALSE,FALSE,FALSE,"A kutatók célja volt, hogy az otthon  is kitölthető intelligencia tesztet laboratóriumi körülmények között is teszteljék, hogy lehessen egy  kontroll csoport, vagy össze tudják hasonlítani a mért eredményeket. Maga a vizsgálat az itelligencia bizonyos aszpektusait mérte különböző helyzetek után.","A prőbánál kaptam visszajelzést a teljesítményemről, az éles kísérlet után azonban nem."
"R_23Vs4RTnaNMryPb","2019/10/10 17:38:10","P-402-11",FALSE,FALSE,FALSE,"Mindenbizonnyal az agyam reakcióját, illetve problémamegoldó képességét vizsgálta, amellyel megállapítható, hogy az átlaghoz képest hogyan működik, miképpen old meg feladatokat, így kiderül az intelligencia szintje is.","Attól függ mire vonatkozóan. Magamról azt állapítottam meg, hogy a több részletből álló ábráknál hajlamos voltam kicsit elveszni és nem figyelni a gyorsaságra. A teszttel kapcsolatban nem volt különösebb észrevételem."
"R_2X0S1J48c5iB1lw","2019/10/10 17:31:11","P-422-17",FALSE,FALSE,FALSE,"A Stanford Raven teszt online verzióját próbálhattam ki. A kutatók célja az volt, hogy összehasonlítsák a nyugodt, otthoni környezetben elvégzett és a laboratóriumi környezetben elvégzett IQ teszt eredményei közti különbségeket.","Szerintem az éles teszt nem volt olyan nehéz, mint a bemelegítés, de lehet, hogy ugyanolyan nehéz volt, csak mivel nem tudtam meg az eredményeket, jobbnak gondolom a teljesítményemet."
"R_2Qsts6jHx5DQa3H","2019/10/10 17:30:26","P-422-14",FALSE,FALSE,FALSE,"Minél rövidebb idő alatt keressek összefüggéseket az ábrák között. Mennyire látom át egyszerre az aprólékos dolgokat.","Nem."
"R_1d5dRkTescWRmFK","2019/10/10 17:31:16","P-422-15",FALSE,FALSE,FALSE,"A vizsgálat a laboratóriumi keretek között végzett QI tesztekről szólt. A kutatók célja feltehetően az volt, hogy legyen egy összehasonlítás alap a stresszesebb laboratóriumi keretek között elvégzett feladatokkal, azokkal az eredményekkel szemben, amit mondjuk nyugodtabb kevésbé steril körülmények között végeznek. Illetve, hogy teszteljék a feladatokat.","Azt, hogy nem csak egy QI teszt volt, hanem a résztvevő személyiségére és lelki állapotára is kíváncsiak voltak, tehát el voltak különítve az úgymond befolyásoló tényezők."
"R_27rLnoeWcmyVonw","2019/10/10 17:31:31","P-422-23",FALSE,FALSE,FALSE,"Mennyire képes az ember a kudarcain uralkodni, illetve a stressz hogy hat a teljesítményre.","Őszintén, nem igazán figyeltem, mennnyire volt különös e vagy sem az IQ teszt, csak elvégeztem úgymond a  rám rótt feladatot."
"R_UFT08tBGP18i17r","2019/10/10 17:30:41","P-422-04",FALSE,FALSE,FALSE,"Arról, hogy egy már létező offline IQ teszt online verzióját is elkészítsék hogy ezzel több embert érhessenek el. Ennek a tökéletesítéséhez kellettünk mi, hogy lássák hpgyan teljesítenek fiatal felnőttek laboratóriumi körülmények között.","A végére tényleg egyre nehezedett a teszt, néha már kifejezetten nehéz volt megtalálni a mintát és a megoldást, többször nem is sikerült. A teszt a vizuális képességekre alapozott ami részben könnyebbé részben nehezebbé tette főleg a rendkívül összetett mintáknál."
"R_1joEo1BML97JKMC","2019/10/10 17:31:22","P-422-22",FALSE,FALSE,FALSE,"Azt vizsgálta,hogy mennyire befolyásolja egy idegen környezet a képességeinket és, hogy stresszesebb-e így a kitöltés, mint otthon.","Nem."
"R_3NyzPeZ3ChzSkGp","2019/10/10 17:33:47","P-422-09",FALSE,FALSE,FALSE,"Az emberek logikus gondolkodásának felmérése.","Néhány feladat ismerős volt személyes interjúkról, amikor különböző munkákra jelentkeztem."
"R_2aadCdxsXbCddr8","2019/10/10 17:35:59","P-402-15",FALSE,FALSE,FALSE,"Talán hogy az IQ mérésén felül felmérjék azt is, hogy milyen olyan körülmények alatt állunk, amelyek az eredményeket befolyásolják. (stressz-szint, koffeinfogyasztás stb.), illetve edukációs, felvilágosító célja is lehetett emellett.","Korábban nem vettem részt még IQ-tesztben, de nem tudom az mennyire általános ilyen tesztek esetén, hogy hangzó szöveget is kell hallgatni közben, amely az egészségmegőrzésre fókuszál, illetve a koffein-, az alkohol-,a szénhidrát-és zsír fogyasztásának a testre gyakorolt hatásait is ismerteti. Ezzel talán az lehetett a cél, tekintve hogy a végén ki kellett tölteni ezzel kapcsolatos, saját magunkra vonatkozó kérdőivet is- hogy felhívják a figyelmünket azokra a tényezőkre, amik befolyásolhatják az eredményünket, aktuális teljesítményünket, illetve hogy tanátsot adjanak, hogy ezeken hogyan változtathatunk. A másik pedig az IQ fejleszthetőségére vonatkozó meggyőződésekkel kapcsolatos kérdőív, mert ez a meggyőződésünk is befolyásolhatja a teljesítményt valamilyen szinten."
