response_id,extra_tasks,start_date,end_date,comput_id,gender,age,education,term_no,field,mindset,intervention,ms_1,ms_2,ms_3,ms_4,cams_1,cams_2,cams_3,cams_4,cams_5,cams_6,cams_7,cams_8,cams_9,cams_10,cams_11,cams_12,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,risc_1,risc_2,risc_3,risc_4,risc_5,risc_6,risc_7,risc_8,risc_9,risc_10,risc_11,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,mc_1,mc_2,mc_3,outro_experiences_1,outro_experiences_2,outro_experiences_3,outro_experiences_4,outro_experiences_5,outro_experiences_6,outro_experiences_7,outro_experiences_8,outro_experiences_9,previous_iq_score,agt_p_1,agt_p_2,agt_p_3,agt_p_4,agt_p_5,agt_p_6,agt_p_7,agt_p_8,agt_p_9,agt_p_10,agt_p_11,agt_p_12,iq_assessed,iq_importance,iq_confid_1,meditation,coffee,alcohol,drug,what1,what2
R_27IHgaFmtje16iE,2,2019/04/15 17:58:06,2019/04/15 19:05:38,P-422-22,Female,20,Folyamatban lévo egyetemi tanulmányok,1,földtudományi,Growth,Control,2,5,2,2,3,3,2,1,3,2,2,3,3,3,3,3,5,2,3,3,2,3,4,5,3,4,4,4,3,2,0,2,0,2,2,1,1,2,4,4,3,3,3,4,4,3,2,2,4,4,3,4,1,2,4,3,4,1,2,2,5,2,4,3,2,4,4,4,NA,6,6,5,6,6,5,5,4,5,7,6,5,Nem,Különösen fontos.,5,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az általános intelligencia szintem mérésérol szólt, valamint az ezt befolyásoló tényezokrol.","Egyre nehezedett, és nagyon kellett figyelni az idore."
R_27mm65qGDLqLHna,17,2019/10/10 17:30:43,2019/10/10 18:49:28,P-422-20,Female,20,Folyamatban lévo egyetemi tanulmányok,0,pszichológia,Fixed,Mindfulness,4,3,4,4,2,3,3,3,4,4,3,3,3,3,3,3,3,4,4,2,4,5,4,2,4,4,4,3,2,3,1,2,0,2,2,2,1,2,4,4,4,4,4,3,4,4,2,4,4,2,3,3,4,3,3,3,3,2,5,1,5,1,4,4,3,4,4,3,4,7,7,6,6,6,6,6,7,7,7,7,6,Igen,Fontos.,5,Havonta,Két csészével.,"Több, mint öt egységnyit fogyasztottam.","Nem, nem használtam.","Az IQ teszt kitöltése otthon ugyanolyan hatékony-e, mintha a résztvevok ilyen körülmények között írják meg, mint mi.","Mindössze annyit, hogy az alternatív feladatok között volt az éles feladatok közül ismétlodés."
R_28IJgRNzKMNLzYU,2,2019/09/26 17:24:23,2019/09/26 18:55:54,P-422-08,Female,20,Folyamatban lévo egyetemi tanulmányok,2,Biológia,Fixed,Control,4,3,4,4,4,3,2,2,3,2,2,3,3,3,4,4,4,3,1,1,5,4,2,3,5,4,5,2,2,2,2,2,1,2,1,2,1,2,1,3,2,3,4,2,3,4,4,1,3,4,3,4,2,2,4,4,6,1,4,1,4,3,5,5,3,4,5,4,NA,5,5,5,7,7,5,5,6,6,7,6,5,Nem,Különösen fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Arról, hogy összemérjék az otthoni körülmények között nyújtott teljesítményt a labori körülmények közöttiekkel. 
Cél a minél több adat, amit aztán majd összegezni tudnak.","Többször volt kíváncsi arra, hogy szerintem az intelligencia szintem javítható-e."
R_29a0mmNMElXCjca,2,2019/09/26 16:02:41,2019/09/26 18:54:10,P-402-11,Female,20,Folyamatban lévo egyetemi tanulmányok,2,programtervezo informatikus,Growth,Mindfulness,3,5,3,3,3,2,3,2,2,3,2,2,2,2,3,3,3,2,3,4,3,2,3,4,5,2,3,4,2,2,1,2,1,2,2,1,1,1,2,4,1,2,2,3,2,3,2,1,4,3,4,5,3,3,2,5,4,1,3,2,4,1,6,6,2,6,5,6,NA,5,5,5,5,7,6,6,6,7,7,7,7,Nem,Fontos.,3,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Laboratóriumi körülmények között milyen teljesítményt nyújtanak a diákok és milyet nyújtanak otthoni körülmények között. A bemelegíto feladatoknak célja lehetett, hogy megnyugodjunk, azt ezt követo, végso tesztet megelozo relaxálás pedig a figyelem összpontosítását segítethette. A kutatók célja az lehetett, hogy megfigyeljék egy IQ teszt muködését laboratóriumban.","A teszt elotti vezetett relaxálás mindenképp hasznos, de kissé szokatlan volt. Ezen kívul az is, hogy a végso teszt elkezdése elott, láthattam, hogy az átlaghoz képest hogyan válaszoltam a bevezeto kérdéseken. Ez mindenképpen hatással lehet szerintem a további kérdések megválaszolására."
R_2aadCdxsXbCddr8,2,2019/10/10 17:35:59,2019/10/10 18:59:03,P-402-15,Female,23,Folyamatban lévo egyetemi tanulmányok,6,"angol-német tanár szak, osztatlan tanárképzés",Fixed,Control,4,3,4,4,3,3,2,2,2,2,4,2,2,2,1,3,5,2,2,4,2,2,3,4,5,3,4,4,1,2,2,1,2,1,0,2,2,2,2,3,3,1,1,2,2,2,1,1,3,1,3,5,3,2,3,4,1,4,4,3,3,3,6,6,1,5,5,5,NA,6,6,6,7,6,7,6,5,7,7,7,6,Nem,Különösen fontos.,2,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Talán hogy az IQ mérésén felül felmérjék azt is, hogy milyen olyan körülmények alatt állunk, amelyek az eredményeket befolyásolják. (stressz-szint, koffeinfogyasztás stb.), illetve edukációs, felvilágosító célja is lehetett emellett.","Korábban nem vettem részt még IQ-tesztben, de nem tudom az mennyire általános ilyen tesztek esetén, hogy hangzó szöveget is kell hallgatni közben, amely az egészségmegorzésre fókuszál, illetve a koffein-, az alkohol-,a szénhidrát-és zsír fogyasztásának a testre gyakorolt hatásait is ismerteti. Ezzel talán az lehetett a cél, tekintve hogy a végén ki kellett tölteni ezzel kapcsolatos, saját magunkra vonatkozó kérdoivet is- hogy felhívják a figyelmünket azokra a tényezokre, amik befolyásolhatják az eredményünket, aktuális teljesítményünket, illetve hogy tanátsot adjanak, hogy ezeken hogyan változtathatunk. A másik pedig az IQ fejleszthetoségére vonatkozó meggyozodésekkel kapcsolatos kérdoív, mert ez a meggyozodésünk is befolyásolhatja a teljesítményt valamilyen szinten."
R_2aafOjA9q8UdDAG,6,2019/12/09 17:24:45,2019/12/09 18:20:22,P-402-16,Female,20,Folyamatban lévo egyetemi tanulmányok,3,Látássérült és tanulásban akadályozott,Growth,Control,2,4,3,2,2,1,3,3,2,4,4,2,3,3,2,2,4,4,2,4,3,4,3,4,4,3,5,3,2,2,1,1,2,1,1,2,2,2,3,3,4,2,3,3,2,1,1,1,3,2,4,2,4,4,3,2,4,5,3,2,5,2,3,4,3,4,5,3,NA,6,6,6,7,7,6,6,7,7,7,6,6,Nem,Fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A kutatás célja, az intelligencia mérése volt.",Nem igazán.
R_2aQc12o7hdKo8Vy,6,2019/10/17 17:19:30,2019/10/17 18:38:29,P-422-18,Female,20,Folyamatban lévo egyetemi tanulmányok,0,"újlatin nyelvek és kultúrák, francia szak",Growth,Control,3,4,2,3,3,3,1,2,4,2,3,4,3,4,3,3,3,4,4,5,2,5,4,5,2,4,2,2,3,2,0,3,0,2,2,0,2,1,1,3,4,3,2,2,3,2,2,1,3,3,5,4,5,5,2,5,2,4,2,3,1,4,3,2,1,5,4,2,NA,4,1,1,3,5,1,1,1,1,5,2,6,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az volt a kutatás célja, hogy egyszeru ábrák kiegészítésével felmérje az intelligenciaszintemet, folyamatosan nehezedo feladatokkal. Miközben az elért eredményt a jelenlegi állapotomhoz, általános egészségemhez, életmódomhoz viszonyítsák.",Nem.
R_2ARvS3sWbTBxgob,4,2019/04/15 17:55:10,2019/04/15 18:47:32,422-05,Female,29,Egyetem,1,közösségszervezés,Growth,Control,3,4,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,2,3,4,2,2,3,3,4,2,3,3,2,2,1,2,1,2,2,1,1,2,2,3,2,3,3,3,3,3,3,2,3,3,2,4,2,2,4,4,2,3,3,1,4,1,3,2,3,3,3,4,NA,6,6,4,5,6,5,4,4,5,5,5,5,Nem,Fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",Általános intelligencia teszt elvégzése nyugodt körülmények között,Nem
R_2atpyzMMmZQHNEZ,2,2019/10/10 17:35:51,2019/10/10 18:42:02,P-402-13,Female,22,Folyamatban lévo egyetemi tanulmányok,4,Matematika-német nyelv osztatlan tanárképzés,Growth,Mindfulness,1,5,2,4,4,3,2,3,2,2,3,3,2,3,4,4,3,4,3,2,4,4,4,3,3,4,4,2,2,2,1,2,0,2,1,2,1,2,3,3,2,2,1,2,3,3,2,2,3,2,2,5,3,3,5,5,3,1,4,2,3,2,4,5,2,6,6,4,NA,6,5,2,6,6,6,2,2,6,7,7,7,Nem,Különösen fontos.,3,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Megvizsgálják,hogy a stressz mennyire befolyásolja az eredményemet, és képes vagyok-e idegen környezetben is jól teljesíteni.",A próbateszt után kiértékelt.
R_2B51hTB44jDuhKX,5,2019/10/17 17:20:00,2019/10/17 18:48:44,P-422-25,Female,19,Folyamatban lévo egyetemi tanulmányok,0,pszichológia BA,Growth,Control,4,2,4,5,4,2,3,3,4,2,3,4,3,3,2,4,4,3,4,2,3,2,2,4,4,3,4,3,2,2,1,2,1,2,1,2,2,3,4,4,2,2,4,4,4,3,3,2,4,4,2,4,3,2,5,4,5,2,4,3,5,2,5,5,2,5,5,4,4,7,7,6,7,7,6,6,7,6,7,7,7,Igen,Különösen fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Hogy az emberek bizonyos körülmények között hogyan töltenek ki egy ilyen tesztet, mennyire tudnak egy bizonyos dologra odafigyelni, hogyan hat rájuk a saját elvárásaiknak megfelelésre való igény, van-e kapcsolat az intelligenciájuk és a saját önértékelésük között","A bemelegíto rész után nem írt ki pontos pontszámot, illetve hogy idore kellett csinálni (nem tudom, hogy ez egyébként így van-e az IQ mérésnél, de engem zavart, hogy nem gondolkodhatok el egy kicsit tovább)"
R_2BkAxSBPClAcc6l,17,2019/04/11 18:10:12,2019/04/11 19:33:20,P-422-05,Female,22,Folyamatban lévo egyetemi tanulmányok,3,Szociológia,Growth,Control,4,5,2,3,4,3,4,2,4,1,2,4,3,4,4,4,3,4,4,3,5,5,5,4,3,4,5,2,3,3,1,3,1,2,2,1,1,3,3,3,4,4,4,2,4,3,4,2,3,5,2,5,2,1,5,5,4,2,3,1,5,1,2,2,4,4,4,3,NA,7,7,2,7,6,6,2,4,6,7,7,7,Nem,Fontos.,4,Soha,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat célja az IQ szint felmérése volt különbözo feladatokon keresztül. A kutatók célja az lehetett, hogy felmérjék, hogy laboratóriumi körülmények között, a teszt kitöltéséhez szükséges nyugodt körülmények eloidézése mellett, a résztvevok mennyire tudják jól végrehajtani a feladatokat.","Például a hosszabb hanganyag meghallgatása után vártam, hogy konkrét kérdésekre kell majd válaszolni a hallottak alapján és kissé meglepett, hogy nem egészen így történt."
R_2bT0Gz6bqr8172Y,4,2019/10/03 17:33:10,2019/10/03 18:45:39,P-422-02,Male,22,Egyetem,2,Alkalmazott matematikus MSc,Growth,Mindfulness,2,5,2,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,4,4,4,3,3,4,3,3,4,3,3,2,1,2,0,2,2,1,0,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,4,2,2,2,4,3,3,3,2,3,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,Igen,Különösen fontos.,6,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Azt vizsgálták, hogy a teszt közepén lévo hanganyag meghallgatása után jobban teljesítünk-e a kérdések megválaszolásában.",Nem
R_2c1atYKgeOocmfP,6,2019/12/09 17:24:53,2019/12/09 18:38:26,P-402-18,Male,23,Folyamatban lévo egyetemi tanulmányok,6,Angol-Média osztatlan tanári,Fixed,Mindfulness,4,5,4,4,3,3,4,3,3,3,2,3,4,4,3,2,2,4,4,4,4,3,4,2,3,4,3,1,3,3,0,3,0,2,2,1,0,3,3,4,3,2,3,3,4,4,3,4,4,3,3,3,2,3,4,3,4,4,4,3,2,3,3,5,2,4,4,4,3,7,6,6,5,4,6,6,6,6,7,6,6,Igen,Közepesen fontos.,6,Soha,Két csészével.,Egy egységnyit fogyasztottam.,"Nem, nem használtam.","Az, hogy a stresszhelyzet milyen mértékben befolyásolja az ember teljesítokészségét, foleg miután tudja, hogy egy olyan tesztet tölt ki, ahol a magasabb pontszám jobb, egy olyan környezetben, ahol tudja, jobban kellene teljesítenie.","Az altertnatív feladatoknál a számláló nem a válaszok alatt, hanem a feladatok felett voltak."
R_2c2iibbH6dTmuuF,2,2019/10/24 17:25:23,2019/10/24 18:45:30,P-402-04,Female,20,Folyamatban lévo egyetemi tanulmányok,2,gyógypedagógia,Growth,Mindfulness,2,4,2,3,3,3,4,3,3,3,1,2,3,4,3,2,3,3,4,5,4,4,3,4,4,4,4,3,2,2,2,2,1,2,2,1,2,3,2,3,4,3,2,2,3,2,2,2,3,3,3,3,4,4,2,3,3,2,2,1,3,1,5,6,1,4,4,5,NA,6,6,7,7,7,6,6,4,7,6,4,7,Nem,Fontos.,3,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Amint azt a bevezetoben is olvastam, az IQ mérésérol laboratóriumi körülmények között.","Nem, de nagyon idegesített az ido."
R_2CDKxy6B1ZL1EpC,2,2019/10/10 17:35:54,2019/10/10 18:43:41,P-402-14,Female,21,Folyamatban lévo egyetemi tanulmányok,4,"német, matematikatanár",Growth,Control,2,4,3,2,3,3,2,3,4,1,2,4,4,4,4,4,4,4,5,3,4,4,5,3,3,2,4,2,3,2,0,2,0,2,2,0,0,2,3,4,4,3,2,2,3,4,4,1,4,3,3,4,2,2,5,4,3,2,2,3,4,2,5,5,2,5,4,4,NA,7,6,1,5,6,1,1,4,1,6,6,6,Igen,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A feladatok a megfigyeloképességet vizsgálhatták és azt, hogy az adott formáknál mennyire látjuk meg a szabályt.",Nem.
R_2COj5cunJitapbN,2,2019/10/03 17:17:35,2019/10/03 18:49:45,P-402-04,Female,22,Egyetem,0,Pszichológia,Growth,Control,4,3,4,5,3,2,3,3,3,3,2,3,2,2,2,3,4,3,2,4,3,3,3,4,4,4,4,1,2,3,2,2,0,2,1,0,0,3,3,3,2,2,1,4,2,3,2,3,3,4,2,4,2,1,4,3,2,4,4,4,2,3,3,4,2,4,4,3,NA,6,6,4,3,2,5,4,3,6,4,7,3,Nem,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az intelligencia mérését célozhatja, azon belül is egy típusfeladat vizsgálatát. Az idokorlát által a kitöltés keretek közé van szorítva, amely hathat a teljesítményre is.",Hasonló feladatok ismétlodése.
R_2cq36QjJYS1dQcz,4,2019/04/29 18:02:31,2019/04/29 19:00:48,P-422-23,Female,40,Folyamatban lévo egyetemi tanulmányok,1,Andragógia,Growth,Mindfulness,3,5,3,3,3,1,2,3,1,2,3,2,2,2,3,4,3,2,3,4,2,2,3,4,4,3,4,3,1,2,2,2,1,1,1,1,1,1,3,2,1,3,1,1,2,2,3,2,2,2,1,4,3,1,5,5,5,1,2,1,5,1,6,6,1,5,5,6,NA,4,4,4,7,7,7,4,7,3,7,7,7,Nem,Közepesen fontos.,4,Soha,Három csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Talán több cél is volt, egyik a körülmények hatásának a vizsgálata, valamint az egyén nyugodt és laza állapotban való teszt kitöltés összehasonlítása.","Azon kívül, hogy kipihent állapotban jobban kifutottam az idobol és rosszabbul teljesítettem, nem vettem észre semmi különös dolgot."
R_2D7DvanhEaj2Sve,11,2020/02/17 17:55:03,2020/02/17 19:17:23,402-10,Female,20,Folyamatban lévo egyetemi tanulmányok,1,Matematika,Growth,Mindfulness,3,3,4,3,3,2,2,4,2,2,1,2,3,4,4,4,3,4,5,4,3,2,4,3,4,1,5,4,2,2,0,1,1,2,2,1,0,4,3,3,3,2,1,1,3,3,3,2,2,4,2,4,1,1,5,5,2,3,3,4,2,4,3,4,2,6,4,4,NA,3,4,3,4,4,4,3,1,4,5,4,2,Nem,Közepesen fontos.,4,Soha,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","intelligencia mérés volt a célja úgy ,hogy nem otthoni környezetben vannak az emberek, és így mérve telseíto- és koncetrálóképességüket","Nagyon hasonlo feladatok voltak, és mindig valami közös tulajdonságot kellett keresni  a megadott ábrák között"
R_2dWLiB9x1RXSqzV,11,2020/02/20 17:50:01,2020/02/20 18:50:43,p-402-02,Female,21,Folyamatban lévo egyetemi tanulmányok,3,biológia,Growth,Control,3,6,1,2,4,4,3,3,4,2,2,3,3,2,4,3,2,2,3,5,5,5,1,4,5,1,4,3,3,3,0,3,0,2,2,1,1,2,4,3,4,4,4,4,4,4,4,2,3,5,2,5,5,5,5,2,4,4,1,3,3,3,2,1,4,1,2,2,3,5,5,2,2,2,2,2,2,2,5,5,5,Igen,Közepesen fontos.,4,Soha,Három csészével.,Öt egységnyit fogyasztottam.,"Nem, nem használtam.",a télátás és a logika vizsgálata.gyorsaság felmérése illetve a problémamegoldó képesség vizsgálata,nem
R_2EAYeBOWdGu9IDq,8,2019/09/26 16:01:43,2019/09/26 18:54:30,P-402-9,Female,20,Folyamatban lévo egyetemi tanulmányok,2,programtervezo informatikus,Fixed,Control,4,3,4,4,4,3,3,1,2,2,3,3,4,4,3,3,5,3,2,3,3,2,2,4,4,2,5,3,2,2,1,2,0,2,2,1,1,2,3,2,2,3,3,4,3,3,2,1,4,2,2,5,2,2,5,5,2,2,5,1,5,2,3,3,2,4,2,5,NA,7,6,4,6,6,4,4,5,4,6,6,7,Nem,Fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A vizsgálat az IQ szint felmérésérol szólt, különbözo ábrák közötti összefüggéseket kellett megtalálni (talán). Az egészséges életmódra is felhívták a figyelmet, véleményem szerint azért, hogy ezáltal is frissebb lehessen az agyunk.
A kutatók célja az volt, hogy egy labor körülményei közt is felmérjék az emberek IQ-ját, ugyanúgy, ahogy azt megtették az otthon ülo tesztkitöltokkel - valószínuleg a két eredményt hasonlítják majd össze. Ezen kívül az érzéseinkkel kapcsolatos kérdések is felmerültek, valószínuleg ez is szerepet játszik abban, hogy otthon vagy itt töltjük ki.","Különösnek tartottam a hangfájlt az egészséges életmódról, illetve hogy gyakran kérdezték, hogy hogyan érezzük magunkat. A bemelegíto feladatok is megleptek. Összefoglalva több dolog volt benne, mint maga az IQ teszt, viszont ezt nem éreztem problémának. 
Az idoméro is furcsa volt számomra (és kicsit idegesíto), nem tudom, hogy ez más IQ teszteknél megjelenik-e."
R_2f6VZSPhrz0kvEh,7,2020/03/05 17:59:45,2020/03/05 18:58:54,402-07,Male,27,Egyetem,1,Vezetés és Szervezés,Fixed,Control,1,5,1,1,3,2,3,3,1,2,1,3,3,4,4,3,2,4,4,1,5,2,4,2,2,2,4,1,3,3,0,2,0,2,3,0,0,4,4,3,4,3,2,4,4,3,3,4,3,4,3,4,2,2,4,4,5,1,3,2,4,4,1,2,5,2,4,2,NA,7,6,1,1,1,1,1,5,1,5,5,5,Nem,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.",A kutatók célja összehasonlítani a labor valamint az otthoni körülmények IQ tesztek eredményéré gyakorolt hatását,"Végig az ""English"" nyelv volt választva, de magyarul ment a teszt."
R_2fCAIKaA9wtyCQj,15,2020/03/02 17:58:03,2020/03/02 18:57:00,P-402-09,Female,20,Folyamatban lévo egyetemi tanulmányok,1,gyógypedagógia,Growth,Control,3,4,3,3,2,3,3,2,2,3,2,3,3,3,4,2,3,4,5,3,3,4,4,5,4,3,4,2,3,3,1,2,0,2,2,1,1,3,3,3,2,3,4,3,3,3,3,2,2,3,3,2,3,3,2,2,4,3,3,4,3,4,2,2,4,1,1,5,NA,7,7,6,7,7,6,6,7,6,7,6,7,Nem,Fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Az intelligencia mérésérol. A célja egy olyan teszt kidolgozása, amely kitöltheto akár otthon is, nem csak kontrollált körülmények között.",Nem.
R_2fdrL08XEflroww,4,2019/10/03 17:14:43,2019/10/03 18:31:13,402-02,Female,29,Egyetem,2,közösségszervezés,Fixed,Mindfulness,2,5,2,2,3,2,3,2,3,1,2,4,2,3,3,3,4,3,3,4,2,3,4,4,4,2,5,2,2,2,1,2,1,1,1,2,2,2,3,3,2,3,3,2,3,4,3,2,3,3,2,4,2,2,3,4,5,2,3,2,4,1,4,3,2,3,3,4,NA,7,6,3,5,5,4,4,4,4,7,6,6,Nem,Fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","összefüggések, logikai kapcsolatok felismerése, alkalmatása a gyakorlatban","véleményem szerint, rosszabbul teljesítettem, mint elozetesen gondoltam, hogy ezek a feladatok akadályt fognak jelenteni"
R_2fkciQgASdPBZWp,4,2019/12/09 17:52:34,2019/12/09 18:44:34,P-402-10,Female,22,Folyamatban lévo egyetemi tanulmányok,4,logopédia,Growth,Control,1,5,2,2,4,3,4,3,4,1,1,4,4,4,3,4,2,5,5,2,5,5,5,3,1,2,4,1,3,3,0,3,0,3,2,0,0,4,3,3,4,4,4,4,4,4,3,4,3,5,3,5,3,1,4,5,2,3,3,1,6,3,6,6,1,6,6,5,2,4,5,1,6,6,3,3,6,5,6,6,6,Igen,Különösen fontos.,4,Havonta,Egy csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","A  laboratóriumi körülmények között mért IQ összehasonlítása. A különbözo hatások (koffein, alkohol, megelozo gyakorlótesztek utáni stressz befolyása az igazi tesztre és ebbol következtetések levonása.","Amikor megtudtam, hogy az elso gyakorlótesztem eredménye alapján az átlag alatt teljesítettem/átlag alatti az IQ-m, megrémültem, ""széhyelltem magam és úgy éreztem, így még nagyobb a nyomás rajtam a valódi teszt megírásakor. Ezáltal amikor éreztem, hogy nagyobb kognitív kapacitást igényel a feladatrész, negatívan hatott rám ez az izgalom, így  pánikolni kezdtem a lehetséges következo kudarctól, ami csak tovább rontotta a teljesítményemet."
R_2foYeHVxAJ1hQ6j,3,2019/05/02 17:56:05,2019/05/02 18:56:03,422-09,Male,25,Folyamatban lévo egyetemi tanulmányok,3,Informatikus-könyvtáros,Growth,Control,2,5,3,2,3,2,2,4,3,2,3,4,3,2,3,3,3,5,4,4,5,4,4,5,2,3,4,1,2,2,1,3,1,2,2,3,0,2,1,4,1,1,4,4,3,2,4,3,3,4,5,4,5,1,4,5,5,1,5,1,1,1,1,1,4,4,1,6,NA,4,1,1,6,1,1,1,1,1,6,1,7,Nem,Valamennyire fontos.,5,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Szerintem az, hogy mivel lehet még javítani az IQ teszteken.","Rövidebb volt a rendelkezésre álló ido, mint gondoltam."
R_2OI1e7dvCtTxiGR,11,2019/10/17 17:24:40,2019/10/17 18:46:10,8,Female,21,Folyamatban lévo egyetemi tanulmányok,2,tanító,Fixed,Control,3,4,3,3,3,2,4,3,3,2,1,3,2,2,3,4,3,4,4,4,5,4,3,2,4,2,5,3,2,1,1,2,2,1,1,2,2,4,4,4,3,2,1,2,2,2,1,1,3,3,4,2,4,4,3,4,1,2,3,2,6,3,6,4,2,1,3,4,NA,7,7,5,7,7,6,6,7,5,7,7,7,Nem,Fontos.,3,Havonta,Semennyit.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","IQ teszt kitöltése laboratóriumi körülmények között, melyet majd összevetne otthoni körülmények között is.
Az ELTE es a Stanford közös kísérlete.","csak formák, alakzatok voltak."
R_2ONEQI8xXpdJODL,4,2020/02/17 17:54:50,2020/02/17 19:06:22,P-402-06,Female,23,Egyetem,1,Emberi eroforrás tanácsadó,Fixed,Control,2,5,2,2,3,2,3,3,4,2,2,3,2,4,4,4,3,2,4,4,4,4,3,4,3,4,4,4,2,2,1,2,1,2,2,2,1,2,3,2,2,3,3,3,3,3,4,1,4,3,3,4,2,2,4,4,2,4,3,2,3,3,6,6,1,6,6,5,NA,4,4,3,3,3,4,3,3,4,4,4,4,Nem,Fontos.,4,Soha,Két csészével.,Egyáltalán nem fogyasztottam.,"Nem, nem használtam.","Oszintén nem tudnám megmondani, ha az hogy összezavarjanak, akkor tökéletesen sikerült, ha nem akkor szerintem nem jó a kérdoív.","Néha nagyon egyszeru feladatok voltak, néha megoldhatatlanok, de számomra nem fokozatosan nehezedett, hanem össze-vissza voltak. Nehezen követheto, hogy melyik feladat mit mér, miért ilyen sorrendben vannak a feladatok, egyáltalán hogyan lehet ezekkel mérni. Nem értek hozzá, de nem vagyok benne biztos, hogy 5 feladatból meg lehet mondani az IQ szintjét valakinek. Nekem a tesztben való részvétel hatása olyan, mint egy muvész filmnek elso megtekintésre, nem igazán értheto."
R_2ONpefPOfhrnwXj,2,2020/02/20 17:48:47,2020/02/20 19:01:56,P-402-09,Female,25,Egyetem,11,indológia,Fixed,Mindfulness,4,2,4,4,1,2,1,3,4,3,1,3,1,2,2,2,4,2,4,2,4,2,2,5,4,1,4,4,2,2,1,1,2,2,2,2,1,3,1,2,1,2,4,3,2,2,4,2,4,4,5,4,5,5,3,3,4,1,4,1,4,1,2,3,3,4,4,5,NA,1,1,1,1,1,1,1,1,1,1,1,1,Nem,Fontos.,4,Egy héten többször,Egy csészével.,Két egységnyit fogyasztottam.,"Nem, nem használtam.","Megfigyelni az irányított környezetben történo válaszadás eredményét valamint, hogy a meditációs helyzet elotti és utáni állapot milyen különbségeket eredményez a válaszokban. A meditáció utáni és elotti helyzet összehasonlítása az otthoni kitöltéssel.","Rövid volt, nem tunt IQ tesztnek, inkább az a közötti kérdések és tényezok tuntek meghatározónak."
